,COMPANY,ADDRESS,CITY,ZIP CODE,COUNTY,Phone,Email,Authorization Status,License Number,Full Address,Latitude,Longitude
115,Curaleaf,495 Blanding Boulevard,Orange Park,32073,Clay,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"495 Blanding Boulevard, Orange Park, FL 32073",30.15838,-81.74713
116,Curaleaf,2300 SW 34th Street,Gainesville,32607,Alachua,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"2300 SW 34th Street, Gainesville, FL 32607",29.630661,-82.372709
117,Curaleaf,5400 NW 72nd Avenue,Miami,33166,Miami-Dade,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"5400 NW 72nd Avenue, Miami, FL 33166",25.8228998,-80.3145899
118,Curaleaf,11721 Bonita Beach Road,Bonita Springs,34135,Lee,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"11721 Bonita Beach Road, Bonita Springs, FL 34135",26.330672,-81.759385
119,Curaleaf,200 S Washington Avenue,Titusville,32796,Brevard,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"200 S Washington Avenue, Titusville, FL 32796",28.613313,-80.807822
120,Curaleaf,1408 Dale Mabry Highway,Lutz,33548,Pasco,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1408 Dale Mabry Highway, Lutz, FL 33548",28.177553,-82.469987
121,Curaleaf,1839 SW College Road,Ocala,34471,Marion,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1839 SW College Road, Ocala, FL 34471",29.168586288458744,-82.1660200426685
122,Curaleaf,6421 N Florida Avenue,Tampa,33604,Hillsborough,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"6421 N Florida Avenue, Tampa, FL 33604",28.006054428571428,-82.45956864285715
123,Curaleaf,1345 Thomasville Road,Tallahassee,32303,Leon,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1345 Thomasville Road, Tallahassee, FL 32303",30.457592,-84.277083
124,Curaleaf,775 N Semoran Boulevard,Orlando,32807,Orange,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"775 N Semoran Boulevard, Orlando, FL 32807",28.554675,-81.310388
125,Curaleaf,16685 NW 2nd Avenue,North Miami,33169,Miami-Dade,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"16685 NW 2nd Avenue, North Miami, FL 33169",25.9292314,-80.2044581
126,Curaleaf,3218 US Hwy 1,Fort Pierce,34982,St. Lucie,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"3218 US Hwy 1, Fort Pierce, FL 34982",27.407272374999998,-80.325978
127,Curaleaf,910 W International Speedway Boulevard,Daytona Beach,32114,Volusia,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"910 W International Speedway Boulevard, Daytona Beach, FL 32114",29.204819,-81.036351
128,Curaleaf,148 N Federal Highway,Deerfield Beach,33441,Broward,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"148 N Federal Highway, Deerfield Beach, FL 33441",26.319911330238135,-80.0908905808489
129,Curaleaf,3145 US Hwy 98 N,Lakeland,33805,Polk,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"3145 US Hwy 98 N, Lakeland, FL 33805",28.081518,-81.966478
130,Curaleaf,6361 103rd Street,Jacksonville,32210,Duval,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"6361 103rd Street, Jacksonville, FL 32210",30.248932,-81.746744
131,Curaleaf,12402 S Orange Blossom Trail,Orlando,32837,Orange,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"12402 S Orange Blossom Trail, Orlando, FL 32837",28.3841735471778,-81.40430603716126
132,Curaleaf,3811 Tyrone Boulevard,St. Petersburg,33709,Pinellas,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"3811 Tyrone Boulevard, St. Petersburg, FL 33709",27.806706,-82.749489
133,Curaleaf,35388 US Hwy 19 N,Palm Harbor,34684,Pinellas,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"35388 US Hwy 19 N, Palm Harbor, FL 34684",28.09309,-82.740492
134,Curaleaf,1420 Palm Bay Road NE,Palm Bay,32905,Brevard,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1420 Palm Bay Road NE, Palm Bay, FL 32905",28.03507584124953,-80.63032409870792
135,Curaleaf,19000 SW 192nd Street,Miami,33187,Miami-Dade,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"19000 SW 192nd Street, Miami, FL 33187",25.5875469,-80.458231
136,Curaleaf,1125 N Dixie Highway,Lake Worth,33460,Palm Beach,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1125 N Dixie Highway, Lake Worth, FL 33460",26.629793,-80.057172
137,Curaleaf,9002 S Dadeland Boulevard,Kendall,33156,Miami-Dade,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"9002 S Dadeland Boulevard, Kendall, FL 33156",25.6864000625,-80.31348440625
138,Curaleaf,4480 Fowler Street,Fort Myers,33901,Lee,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"4480 Fowler Street, Fort Myers, FL 33901",26.597464,-81.862494
139,FLUENT,971 Cassat Avenue,Jacksonville,32205,Duval,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"971 Cassat Avenue, Jacksonville, FL 32205",30.3096139,-81.7302399
140,FLUENT,2385 S Ferdon Boulevard,Crestview,32536,Okaloosa,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"2385 S Ferdon Boulevard, Crestview, FL 32536",30.734196801930164,-86.56624380586645
141,FLUENT,500 E Chase Street,Pensacola,32502,Escambia,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"500 E Chase Street, Pensacola, FL 32502",30.41635,-87.203878
142,FLUENT,763 Atlantic Boulevard,Atlantic Beach,32233,Duval,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"763 Atlantic Boulevard, Atlantic Beach, FL 32233",30.3248051,-81.4087196
143,FLUENT,301 E Nine Road,Pensacola,32514,Escambia,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"301 E Nine Road, Pensacola, FL 32514",30.53239455,-87.26201865
144,FLUENT,2090 U.S. 98,Mary Esther,32569,Okaloosa,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"2090 U.S. 98, Mary Esther, FL 32569",30.412156,-86.744638
145,FLUENT,3460 US Hwy 441,Fruitland Park,34731,Lake,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"3460 US Hwy 441, Fruitland Park, FL 34731",28.844858,-81.898894
146,FLUENT,622 S Federal Highway,Deerfield Beach,33441,Broward,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"622 S Federal Highway, Deerfield Beach, FL 33441",26.30908,-80.09207
147,FLUENT,9637 US Hwy 98,Miramar Beach,32550,Walton,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"9637 US Hwy 98, Miramar Beach, FL 32550",30.377613,-86.336454
148,FLUENT,2620 S US Hwy 1,Fort Pierce,34982,St. Lucie,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"2620 S US Hwy 1, Fort Pierce, FL 34982",27.420541,-80.32595
149,FLUENT,9611 N Kendall Drive,Miami,33176,Miami-Dade,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"9611 N Kendall Drive, Miami, FL 33176",25.687627,-80.348817
150,FLUENT,5827 SW 40th Street,Miami,33155,Miami-Dade,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"5827 SW 40th Street, Miami, FL 33155",25.7341746,-80.28949
151,FLUENT,1406 N University Drive,Coral Springs,33701,Broward,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"1406 N University Drive, Coral Springs, FL 33701",26.24820863636364,-80.25337006060607
152,FLUENT,10607 E Colonial Drive,Orlando,32817,Orange,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"10607 E Colonial Drive, Orlando, FL 32817",28.56979305385443,-81.23199427810617
153,FLUENT,3611 US Hwy 98,Panama City,32401,Bay,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"3611 US Hwy 98, Panama City, FL 32401",30.180484,-85.708375
154,FLUENT,4825 US Hwy 98 N,Lakeland,33809,Polk,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"4825 US Hwy 98 N, Lakeland, FL 33809",28.1045,-81.97356
155,FLUENT,9510 Atlantic Boulevard,Jacksonville,32225,Duval,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"9510 Atlantic Boulevard, Jacksonville, FL 32225",30.320347448336154,-81.5517683313783
156,FLUENT,606 S Dale Mabry Highway,Tampa,33609,Hillsborough,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"606 S Dale Mabry Highway, Tampa, FL 33609",27.9389052,-82.50564700000001
157,FLUENT,103 SW 3rd Place,Cape Coral,33991,Lee,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"103 SW 3rd Place, Cape Coral, FL 33991",26.64765079975394,-81.98097942368017
158,FLUENT,5138 Deer Park Drive,New Port Richey,34653,Pasco,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"5138 Deer Park Drive, New Port Richey, FL 34653",28.234487,-82.667712
159,FLUENT,5611 Six Mile Commercial Court,Fort Myers,33912,Lee,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"5611 Six Mile Commercial Court, Fort Myers, FL 33912",26.528980400000002,-81.86349700056334
160,FLUENT,11245 SW 211 Street,Miami,33189,Miami-Dade,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"11245 SW 211th St, Miami, FL  33189, United States",25.57114166997018,-80.36925021407568
161,FLUENT,6340 N Wickham Road,Melbourne,32940,Brevard,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"6340 N Wickham Road, Melbourne, FL 32940",28.215287920628757,-80.6732331754972
162,FLUENT,487 State Road 436,Casselberry,32707,Seminole,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"487 State Road 436, Casselberry, FL 32707",28.65589,-81.334054
163,FLUENT,921 S Missouri Avenue,Clearwater,33756,Pinellas,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"921 S Missouri Avenue, Clearwater, FL 33756",27.956041224489795,-82.78749318367346
164,FLUENT,175 NW 167th Street,North Miami Beach,33169,Miami-Dade,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"175 NW 167th Street, North Miami Beach, FL 33169",25.9282992,-80.2035882
165,FLUENT,601 34th Street N,St. Petersburg,33713,Pinellas,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"601 34th Street N, St. Petersburg, FL 33713",27.778308,-82.679308
166,FLUENT,1901 N Orange Avenue,Orlando,32804,Orange,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"1901 N Orange Avenue, Orlando, FL 32804",28.56908374117223,-81.37262131814228
167,FLUENT,1 S Dixie Highway,Lake Worth,33460,Palm Beach,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"1 S Dixie Highway, Lake Worth, FL 33460",26.615744,-80.057643
168,FLUENT,3400 SW 34th Street,Gainesville,32608,Alachua,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"3400 SW 34th Street, Gainesville, FL 32608",29.623179958875806,-82.37280549151183
169,FLUENT,109 Racetrack Road NE,Fort Walton Beach,32547,Okaloosa,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"109 Racetrack Road NE, Fort Walton Beach, FL 32547",30.446941,-86.610244
170,FLUENT,9901 San Jose Boulevard,Jacksonville,32257,Duval,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"9901 San Jose Boulevard, Jacksonville, FL 32257",30.1976591,-81.6206932
171,FLUENT,1902 Thomasville Road,Tallahassee,32303,Leon,833-735-8368,info@getfluent.com,Dispensing Authorization,MMTC-2015-0003,"1902 Thomasville Road, Tallahassee, FL 32303",30.46521325,-84.26968008333334
172,Gold Leaf,5220 Hardware Place,Sebring,33870,Highlands,,,Dispensing Authorization,MMTC-2019-0019,"5220 Hardware Place, Sebring, FL 33870",27.4957453,-81.4410425
173,Green Dragon,15405 US Hwy 441,Summerfield,34491,Marion,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"15405 US Hwy 441, Summerfield, FL 34491",28.998266,-81.998582
174,Green Dragon,1170 S Broad Street,Brooksville,34601,Hernando,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1170 S Broad Street, Brooksville, FL 34601",28.543678,-82.402408
175,Green Dragon,91 NE US Hwy 19,Crystal River,34429,Citrus,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"91 NE US Hwy 19, Crystal River, FL 34429",28.895368,-82.584358
176,Green Dragon,1500 N US Hwy 41,Inverness,34450,Citrus,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1500 N US Hwy 41, Inverness, FL 34450",28.842992,-82.344177
177,Green Dragon,12605 Biscayne Boulevard,North Miami,33181,Miami-Dade,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"12605 Biscayne Boulevard, North Miami, FL 33181",25.893546,-80.162401
178,Green Dragon,855 W Base Street,Madison,32340,Madison,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"855 W Base Street, Madison, FL 32340",30.4720386,-83.42690920000001
179,Green Dragon,800 Lee Road,Orlando,32810,Orange,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"800 Lee Road, Orlando, FL 32810",28.608195508266387,-81.39119338136673
180,Green Dragon,1271 Pasadena Avenue S,South Pasadena,33707,Pinellas,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1271 Pasadena Avenue S, South Pasadena, FL 33707",27.755593907246546,-82.73744898967934
181,Green Dragon,2590 S Volusia Avenue,Orange City,32763,Volusia,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"2590 S Volusia Avenue, Orange City, FL 32763",28.9128383,-81.3016916
182,Green Dragon,130 Fountain Parkway N,St. Petersburg,33716,Pinellas,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"130 Fountain Parkway N, St. Petersburg, FL 33716",27.89132940909091,-82.65990063636363
183,Green Dragon,920 N Navy Boulevard,Pensacola,32507,Escambia,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"920 N Navy Boulevard, Pensacola, FL 32507",30.402622200000003,-87.27641605065591
184,Green Dragon,5500 Bayshore Road,North Fort Myers,33917,Lee,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"5500 Bayshore Road, North Fort Myers, FL 33917",26.687071,-81.866864
185,Green Dragon,6352 103rd Street,Jacksonville,32210,Duval,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"6352 103rd Street, Jacksonville, FL 32210",30.2484,-81.746749
186,Green Dragon,5180 Baymeadows Road,Jacksonville,32217,Duval,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"5180 Baymeadows Road, Jacksonville, FL 32217",30.2204176,-81.593506
187,Green Dragon,917 Harrison Avenue,Panama City,32401,Bay,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"917 Harrison Avenue, Panama City, FL 32401",30.1651696,-85.66055010557784
188,Green Dragon,1403 Akron Drive,Leesburg,34748,Lake,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1403 Akron Drive, Leesburg, FL 34748",28.8319637,-81.8886496
189,Green Dragon,1985 N Andrews Avenue,Wilton Manors,33311,Broward,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1985 N Andrews Avenue, Wilton Manors, FL 33311",26.15288896706424,-80.14619218679363
190,Green Dragon,1001 S US Hwy 1,Fort Pierce,34950,St. Lucie,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1001 S US Hwy 1, Fort Pierce, FL 34950",27.436195,-80.326445
191,Green Dragon,895 N Summit Street,Crescent City,32112,Putnam,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"895 N Summit Street, Crescent City, FL 32112",29.44222,-81.511385
192,Green Dragon,950 Blanding Boulevard,Orange Park,32065,Clay,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"950 Blanding Boulevard, Orange Park, FL 32065",30.13661943782655,-81.77602078577479
193,Green Dragon,1912 N Monroe Street,Tallahassee,32303,Leon,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1912 N Monroe Street, Tallahassee, FL 32303",30.465744088658507,-84.2838851064828
194,Green Dragon,437 W Gaines Street,Tallahassee,32301,Leon,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"437 W Gaines Street, Tallahassee, FL 32301",30.435411,-84.286366375
195,Green Dragon,701 E 9 Mile Road,Pensacola,32514,Escambia,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"701 E 9 Mile Road, Pensacola, FL 32514",30.54798,-87.281137
196,Green Dragon,1519 Saint Johns Avenue,Palatka,32177,Putnam,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1519 Saint Johns Avenue, Palatka, FL 32177",29.64845531596789,-81.64484818029145
197,Green Dragon,2048 SE Federal Highway,Stuart,34994,Martin,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"2048 SE Federal Highway, Stuart, FL 34994",27.18025156463225,-80.23933266169026
198,Green Dragon,2645 E Silver Springs Boulevard,Ocala,34470,Marion,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"2645 E Silver Springs Boulevard, Ocala, FL 34470",29.188527527201103,-82.10113058800387
199,Green Dragon,714 Cheney Highway,Titusville,32780,Brevard,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"714 Cheney Highway, Titusville, FL 32780",28.557400696969694,-80.80886240404041
200,Green Dragon,205 Crockett Boulevard,Merritt Island,32953,Brevard,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"205 Crockett Boulevard, Merritt Island, FL 32953",28.384442,-80.705144
201,Green Dragon,12807 W Hillsborough Avenue,Tampa,33635,Hillsborough,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"12807 W Hillsborough Avenue, Tampa, FL 33635",28.028484545454546,-82.63638245454545
202,Green Dragon,2201 S Federal Highway,Boynton Beach,33435,Palm Beach,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"2201 S Federal Highway, Boynton Beach, FL 33435",26.509051,-80.059793
203,Green Dragon,1695 Forum Place,West Palm Beach,33401,Palm Beach,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1695 Forum Place, West Palm Beach, FL 33401",26.725925743023488,-80.08405282646595
204,Green Dragon,7343 Lake Worth Road,Lake Worth,33467,Palm Beach,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"7343 Lake Worth Road, Lake Worth, FL 33467",26.61806,-80.162152
205,Green Dragon,1660 S Congress Avenue,Boynton Beach,33426,Palm Beach,720-600-9555,support@greendragon.com,Dispensing Authorization,MMTC-2019-0021,"1660 S Congress Avenue, Boynton Beach, FL 33426",26.5111463030303,-80.09009482828283
206,GrowHealthy,3974 W Linebaugh Avenue,Tampa,33618,Hillsborough,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"3974 W Linebaugh Avenue, Tampa, FL 33618",28.04007196969697,-82.50832315151516
207,GrowHealthy,3555 Clark Road,Sarasota,34231,Sarasota,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"3555 Clark Road, Sarasota, FL 34231",27.269136160714286,-82.49878569642857
208,GrowHealthy,2323 Del Prado Boulevard,Cape Coral,33990,Lee,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"2323 Del Prado Boulevard, Cape Coral, FL 33990",26.609076128882364,-81.94098861756419
209,GrowHealthy,4465 E Bay Drive,Largo,33746,Pinellas,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"4465 E Bay Drive, Largo, FL 33746",27.91601535,-82.74090925
210,GrowHealthy,7817 N Davis Highway,Pensacola,32514,Escambia,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"7817 N Davis Highway, Pensacola, FL 32514",30.50734526510067,-87.22127786241612
211,GrowHealthy,1787 W Tennessee Street,Tallahassee,32304,Leon,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"1787 W Tennessee Street, Tallahassee, FL 32304",30.44897857584577,-84.31087348417974
212,GrowHealthy,1981 SE Federal Highway,Stuart,34994,Martin,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"1981 SE Federal Highway, Stuart, FL 34994",27.181632704892113,-80.24068295637234
213,GrowHealthy,1444 S Federal Highway,Deerfield Beach,33441,Broward,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"1444 S Federal Highway, Deerfield Beach, FL 33441",26.29866,-80.0938
214,GrowHealthy,2370 SW College Road,Ocala,34474,Marion,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"2370 SW College Road, Ocala, FL 34474",29.164032822840593,-82.17125814460869
215,GrowHealthy,25987 S Tamiami Trail,Bonita Springs,34134,Lee,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"25987 S Tamiami Trail, Bonita Springs, FL 34134",26.362935,-81.806015
216,GrowHealthy,13400 Biscayne Boulevard,North Miami,33181,Miami-Dade,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"13400 Biscayne Boulevard, North Miami, FL 33181",25.899403795180724,-80.1607955060241
217,GrowHealthy,4880 Newberry Road,Gainesville,32607,Alachua,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"4880 Newberry Road, Gainesville, FL 32607",29.658352,-82.395025
218,GrowHealthy,3004 US Hwy 98 N,Lakeland,33805,Polk,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"3004 US Hwy 98 N, Lakeland, FL 33805",28.079793,-81.964722
219,GrowHealthy,7858 Turkey Lake Road,Orlando,32819,Orange,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"7858 Turkey Lake Road, Orlando, FL 32819",28.454093547423803,-81.47770211941815
220,GrowHealthy,2525 W International Speedway Boulevard,Daytona Beach,32114,Volusia,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"2525 W International Speedway Boulevard, Daytona Beach, FL 32114",29.17856,-81.08078
221,GrowHealthy,5614 State Road 7,Lake Worth,33449,Palm Beach,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"5614 State Road 7, Lake Worth, FL 33449",26.594556,-80.204599
222,GrowHealthy,1525 E Brandon Boulevard,Brandon,33411,Hillsborough,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"1525 E Brandon Boulevard, Brandon, FL 33411",27.937251,-82.262441
223,GrowHealthy,4237 Okeechobee Boulevard,West Palm Beach,33409,Palm Beach,863-223-8882,info@GrowHealthy.com,Dispensing Authorization,MMTC-2016-0007,"4237 Okeechobee Boulevard, West Palm Beach, FL 33409",26.70694182051282,-80.10681761538461
224,GTI (Rise Dispensaries),3295 US Hwy 441,Fruitland Park,34731,Lake,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"3295 US Hwy 441, Fruitland Park, FL 34731",28.850103,-81.900075
225,GTI (Rise Dispensaries),420 W Brandon Boulevard,Brandon,33511,Hillsborough,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"420 W Brandon Boulevard, Brandon, FL 33511",27.937807606060606,-82.291140010101
226,GTI (Rise Dispensaries),11561 N Kendall Drive,Miami,33173,Miami-Dade,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"11561 N Kendall Drive, Miami, FL 33173",25.6878348,-80.3805119
227,GTI (Rise Dispensaries),430 Clematis Street,West Palm Beach,33446,Palm Beach,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"430 Clematis Street, West Palm Beach, FL 33446",26.71328948979592,-80.05402312244898
228,GTI (Rise Dispensaries),308 N Federal Highway,Hallandale Beach,33009,Broward,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"308 N Federal Highway, Hallandale Beach, FL 33009",25.98966,-80.14239
229,GTI (Rise Dispensaries),4301 Alafaya Trail,Oviedo,32765,Seminole,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"4301 Alafaya Trail, Oviedo, FL 32765",28.612643,-81.2077
230,GTI (Rise Dispensaries),26701 S Tamiami Trail,Bonita Springs,33781,Lee,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"26701 S Tamiami Trail, Bonita Springs, FL 33781",26.352178678841593,-81.80783701518914
231,GTI (Rise Dispensaries),6999 US Hwy 19,Pinellas Park,33781,Pinellas,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"6999 US Hwy 19, Pinellas Park, FL 33781",27.835428,-82.680652
232,GTI (Rise Dispensaries),2305 W Hillsboro Boulevard,Deerfield Beach,33442,Broward,305-306-8772,FLinfo@gtigrows.com,Dispensing Authorization,MMTC-2017-0013,"2305 W Hillsboro Boulevard, Deerfield Beach, FL 33442",26.31805407577391,-80.1347159299602
233,House of Platinum Cannabis,27062 US Hwy 19 N,Clearwater,33761,Pinellas,,,Dispensing Authorization,MMTC-2018-0014,"27062 US Hwy 19 N, Clearwater, FL 33761",28.018899,-82.738833
234,House of Platinum Cannabis,2832 4th Street N,St. Petersburg,33704,Pinellas,,,Dispensing Authorization,MMTC-2018-0014,"2832 4th Street N, St. Petersburg, FL 33704",27.797923204081634,-82.63865330612245
235,House of Platinum Cannabis,1305 Beville Road,Daytona Beach,32119,Volusia,,,Dispensing Authorization,MMTC-2018-0014,"1305 Beville Road, Daytona Beach, FL 32119",29.1714871,-81.0362897
236,House of Platinum Cannabis,10520 Spring Hill Drive,Spring Hill,34608,Hernando,,,Dispensing Authorization,MMTC-2018-0014,"10520 Spring Hill Drive, Spring Hill, FL 34608",28.460225988304096,-82.54522874269006
237,Insa,10051 Skinner Lake Drive,Jacksonville,32246,Duval,,,,,"10051 Skinner Lake Drive, Jacksonville, FL 32246",30.252625960009066,-81.537744255431
238,Insa,11220 SE 179th Place,Summerfield,34491,Marion,,,,,"11220 SE 179th Place, Summerfield, FL 34491",28.961329,-81.967564
